Name	Score	Freq
AT1G42550+AT1G42540:15973836:15975184	0.00220128986421434	2
AT5G44020+AT5G44030:17718977:17719564	0.00222675620904431	2
AT4G26530+AT4G26520+AT4G26510:13387771:13388289	0.0022379030300682	1
AT1G02850:633260:633420	0.0022379030300682	1
AT3G26890+AT3G26900:9912314:9912382	0.00224595081255841	2
AT3G52560:19495266:19495268	0.00225557859521968	2
AT1G31420:11252756:11252758	0.00227812243390881	2
AT4G22540+AT4G22530:11865713:11866441	0.00229429289109985	2
AT2G01130+AT2G01140:90046:90351	0.00231051976851061	2
AT5G63370:25385078:25385150	0.00232680305804849	2
AT4G30310:14832274:14832315	0.00233006648469921	2
AT5G61020:24559242:24559247	0.00234641745810803	2
AT2G43500:18062596:18062599	0.0023497735261551	1
AT4G00910:390342:390614	0.0023497735261551	1
AT5G05960+AT5G05950:1789993:1790589	0.00236282482584178	2
AT5G20490:6937378:6937830	0.00238919389421614	2
AT4G00700+AT4G00690+AT4G00695:289078:289575	0.00239580871191966	2
AT1G16880:5775210:5775539	0.00244905190155981	2
AT1G77060+AT1G77030:28951656:28952172	0.00246164167434801	1
AT1G15060+AT1G15050:5183157:5183257	0.00246164167434801	1
AT3G26090+AT3G26085:9531130:9531384	0.0024658087335289	2
AT5G46410+AT5G46420:18831674:18831944	0.00246916686051089	2
AT4G35770:16945675:16945774	0.0024893629410846	2
AT2G46100+AT2G46090:18951612:18951671	0.0025812488090349	2
AT5G46410+AT5G46420:18831395:18831594	0.00262261383923033	2
AT1G08520+AT1G08530:2701085:2701593	0.00264341788654939	2
AT3G23590+AT3G23600:8470148:8470358	0.00265037057031329	2
AT1G15280:5253546:5253548	0.00266779165271563	2
AT3G14930+AT3G14920:5017941:5020460	0.00267128261833462	2
AT4G34840+AT4G34850:16609293:16609720	0.00268537092718328	1
AT3G60920:22507293:22507377	0.00268537092718328	1
AT2G46100+AT2G46090:18951758:18951835	0.00268877118856563	2
AT3G57050:21114162:21114206	0.00269578236178113	2
AT2G04690:1646032:1646066	0.00273803830815221	2
AT4G36190+AT4G36195:17126546:17126931	0.00274511244556606	2
AT4G32660:15757020:15757111	0.00276638881263812	2
AT4G28706+AT4G28710:14180765:14180864	0.00283429776486253	2
AT4G28706+AT4G28710:14181476:14181558	0.00284869774430174	2
AT2G01130+AT2G01140:88489:89308	0.00286313366501382	2
AT4G28706+AT4G28710:14181660:14182168	0.00287760552286249	2
AT1G11440+AT1G11430:3849225:3850735	0.00289938068271892	2
AT1G42550+AT1G42540:15975745:15976151	0.00292123667786785	2
AT1G26850:9303845:9303908	0.00295050372439714	2
AT4G16520:9307397:9307926	0.00297991442021702	2
AT5G15400+AT5G15410:4997489:4997940	0.00298728953549706	2
AT4G31780+AT4G31790:15377972:15378873	0.00302094719805257	1
AT4G03205:1413844:1414037	0.00302094719805257	1
AT5G39340+AT5G39350:15750892:15752962	0.0030242997340057	2
AT1G55310:20631120:20631352	0.00303544653944494	2
AT3G30390:11979038:11979357	0.00304288895835017	2
AT3G01220+AT3G01210:73814:74199	0.00305780071050496	2
AT4G35750+AT4G35760:16943625:16943881	0.00309899303485152	2
AT5G59890:24122548:24122600	0.00313280125957143	1
AT2G27730:11821647:11821651	0.00313280125957143	1
AT1G56500:21159744:21160129	0.00313289762381899	2
AT2G39440:16469317:16469496	0.00324465297342626	1
AT1G06680+AT1G06670:2041075:2041507	0.00335650233964991	1
AT2G13360:5538740:5538935	0.00335650233964991	1
AT1G06680+AT1G06670:2046392:2046475	0.00346834935827523	1
AT3G06210:1882810:1882885	0.00346834935827523	1
AT3G44590:16164932:16164997	0.00346834935827523	1
AT3G24180+AT3G24170:8735373:8736588	0.00358019402933507	1
AT1G21130:7400605:7400736	0.00358019402933507	1
AT4G26530+AT4G26520+AT4G26510:13387196:13387289	0.00369203635286226	1
AT1G78960:29696708:29696925	0.00380387632888968	1
AT3G00950+AT3G60330:22296930:22297430	0.00380387632888968	1
AT3G63480:23442678:23442689	0.00402754923857654	1
AT3G13970:4613969:4614055	0.0041393821723017	1
AT4G26530+AT4G26520+AT4G26510:13385543:13385655	0.00425121275865846	1
AT5G67420:26906025:26906451	0.00425121275865846	1
AT1G59990+AT1G60000:22090916:22091222	0.00436304099767966	1
AT1G17930:6168455:6168729	0.00436304099767966	1
AT1G05560:1647148:1647435	0.00436304099767966	1
AT1G59990+AT1G60000:22091335:22091795	0.00447486688939818	1
AT3G24460:8890057:8890927	0.00447486688939818	1
AT3G47350:17447698:17447783	0.00458669043384685	1
AT4G26600:13422636:13422713	0.00458669043384685	1
AT1G12900:4392486:4392609	0.00469851163105851	1
AT3G07040+AT3G07050:2225855:2229354	0.00481033048106602	1
AT1G06680+AT1G06670:2040433:2040669	0.00492214698390222	1
AT4G26530+AT4G26520+AT4G26510:13387571:13387653	0.00503396113959995	1
AT4G26530+AT4G26520+AT4G26510:13388784:13389037	0.00514577294819206	1
AT5G61455+AT5G61460:24713264:24714075	0.00514577294819206	1
AT5G09230:2873780:2873789	0.0052575824097114	1
AT4G26530+AT4G26520+AT4G26510:13385142:13385211	0.00548119429166316	1
AT4G21585+AT4G21580:11478540:11478617	0.00548119429166316	1
AT4G26600:13423254:13423357	0.00559299671216126	1
AT5G60960+AT5G60950:24527283:24527715	0.00570479678571797	1
AT4G26530+AT4G26520+AT4G26510:13389170:13389598	0.00581659451236614	1
AT1G51690:19164691:19165973	0.00581659451236614	1
AT1G72330+AT1G72340:27237964:27238205	0.0059283898921386	1
AT1G77060+AT1G77030:28953157:28953580	0.00604018292506821	1
AT3G60920:22507648:22508270	0.00604018292506821	1
AT4G26530+AT4G26520+AT4G26510:13387361:13387433	0.0061519736111878	1
AT3G05160:1456597:1456698	0.0061519736111878	1
AT1G77060+AT1G77030:28952254:28952429	0.00626376195053022	1
AT3G60920:22505829:22506278	0.00626376195053022	1
AT1G06680+AT1G06670:2040881:2040971	0.00637554794312833	1
AT1G23730:8396679:8396727	0.00637554794312833	1
AT3G53140+AT3G53130:19695643:19696069	0.00659911288822291	1
AT1G23730:8396266:8396406	0.00659911288822291	1
AT4G26530+AT4G26520+AT4G26510:13386397:13386591	0.00671089184078509	1
AT3G54500:20178941:20178982	0.00682266844673432	1
AT1G23730:8395963:8396017	0.00682266844673432	1
AT1G23730:8395509:8395643	0.00693444270610343	1
AT4G31780+AT4G31790:15377466:15377628	0.00704621461892528	1
AT4G12720:7489237:7489335	0.00715798418523269	1
AT4G26530+AT4G26520+AT4G26510:13387033:13387093	0.0073815162784356	1
AT4G31780+AT4G31790:15377716:15377840	0.00749327880539679	1
AT4G38380:17974420:17974504	0.00749327880539679	1
AT1G72930:27439931:27439973	0.00760503898597491	1
AT5G58840:23762060:23762430	0.00760503898597491	1
AT1G55490:20718682:20718706	0.00771679682020281	1
AT3G47350:17446818:17447027	0.00805205624511358	1
AT3G24530:8947209:8947285	0.00816380469426899	1
AT5G14740:4757972:4758343	0.00827555079723839	1
AT4G32590:15721694:15721807	0.0083872945540546	1
AT4G26530+AT4G26520+AT4G26510:13384762:13384853	0.00849903596475048	1
AT1G51340:19031898:19031908	0.00849903596475048	1
AT1G56700+AT1G56690:21253686:21256024	0.00861077502935885	1
AT5G07890:2519799:2519912	0.00861077502935885	1
AT2G15000:6481828:6481870	0.00861077502935885	1
AT4G26530+AT4G26520+AT4G26510:13384490:13384659	0.00883424612044442	1
AT4G18360:10146330:10146653	0.00905770782757404	1
AT3G01500+AT3G01510:194724:194891	0.00928116015101042	1
AT3G01500+AT3G01510:196848:197564	0.00939288279392573	1
AT2G29910:12752840:12752973	0.00939288279392573	1
AT1G59990+AT1G60000:22090675:22090827	0.00950460309101625	1
AT1G10360+AT1G10370:3396486:3396882	0.0096163210423148	1
AT4G34840+AT4G34850:16608637:16609203	0.00972803664785422	1
AT1G01060:37231:37372	0.00983974990766735	1
AT4G26530+AT4G26520+AT4G26510:13385862:13385958	0.00995146082178703	1
AT1G54790:20443760:20444029	0.00995146082178703	1
AT4G26530+AT4G26520+AT4G26510:13388363:13388703	0.0101748756130774	1
AT4G00700+AT4G00690+AT4G00695:283613:283759	0.0102865794903137	1
AT1G77060+AT1G77030:28949899:28951060	0.0103982810219879	1
AT4G21585+AT4G21580:11480028:11480174	0.0103982810219879	1
AT1G59990+AT1G60000:22092565:22093060	0.0106216770487814	1
AT4G02430:1069273:1069457	0.0106216770487814	1
AT4G25970+AT4G25980:13190079:13190241	0.0107333715439663	1
AT5G07890:2519669:2519786	0.0108450636937204	1
AT3G07770:2479270:2479543	0.0109567534980766	1
AT1G59990+AT1G60000:22092074:22092361	0.0110684409570676	1
AT4G21450:11426566:11426622	0.0110684409570676	1
AT1G50460:18693644:18694302	0.0111801260707264	1
AT1G23730:8396965:8397081	0.0111801260707264	1
AT5G66460+AT5G66470:26541562:26541692	0.0111801260707264	1
AT1G29970+AT1G29965:10501137:10501427	0.0112918088390858	1
AT4G21585+AT4G21580:11477987:11478101	0.0112918088390858	1
AT5G07890:2519787:2519798	0.0114034892621786	1
AT3G53140+AT3G53130:19696179:19696515	0.0115151673400375	1
AT5G09410:2922807:2922896	0.0115151673400375	1
AT1G10360+AT1G10370:3395551:3396100	0.0116268430726956	1
AT3G09200+AT3G09210:2825620:2825971	0.0117385164601855	1
AT4G26530+AT4G26520+AT4G26510:13386677:13386760	0.0118501875025402	1
AT1G09910:3224252:3224378	0.0118501875025402	1
AT1G15060+AT1G15050:5182854:5183007	0.0119618561997924	1
AT3G01990:330869:331459	0.0119618561997924	1
AT2G41310:17223212:17223886	0.0120735225519751	1
AT1G23730:8397197:8397250	0.0122968482212628	1
AT1G09910:3224207:3224251	0.012520164510666	1
AT4G05320:2720049:2720093	0.0126318191379931	1
AT4G26530+AT4G26520+AT4G26510:13386852:13386912	0.0127434714204475	1
AT2G41640+AT2G41650:17363789:17363951	0.0128551213580621	1
AT5G63680:25490166:25490313	0.0128551213580621	1
AT1G72330+AT1G72340:27237652:27237793	0.0129667689508697	1
AT3G60920:22506490:22506801	0.0130784141989033	1
AT3G27690:10257230:10257489	0.0130784141989033	1
AT1G77590:29151226:29151329	0.0133016976607792	1
AT1G02205:418878:418986	0.0134133358746873	1
AT1G72330+AT1G72340:27237384:27237536	0.0136366052686078	1
AT2G39580:16514760:16514774	0.0136366052686078	1
AT2G34410+AT2G08665:14519614:14519647	0.0136366052686078	1
AT1G24510:8687690:8687762	0.013748236448686	1
AT5G26730:9301490:9302158	0.0138598652842198	1
AT1G16710:5720540:5720652	0.0138598652842198	1
AT5G25630:8948573:8948647	0.0138598652842198	1
AT3G54440+AT3G54430:20147506:20148207	0.013971491775242	1
AT1G31360:11237130:11237211	0.013971491775242	1
AT2G41310:17223979:17224880	0.0140831159217856	1
AT2G29340:12598017:12598114	0.0140831159217856	1
AT5G20620:6974963:6975009	0.0141947377238834	1
AT5G60960+AT5G60950:24527787:24527860	0.0143063571815681	1
AT4G21585+AT4G21580:11480013:11480027	0.0143063571815681	1
AT4G26530+AT4G26520+AT4G26510:13386134:13386213	0.0147528115688334	1
AT5G49470:20066281:20066374	0.0147528115688334	1
AT1G54790:20442100:20442303	0.0148644193049454	1
AT3G56160:20839056:20839141	0.0149760246968413	1
AT1G79620:29959840:29959917	0.0150876277445541	1
AT2G34410+AT2G08665:14519575:14519613	0.0150876277445541	1
AT3G04780+AT3G04770:1310220:1310482	0.0151992284481164	1
AT4G00700+AT4G00690+AT4G00695:283760:283832	0.0151992284481164	1
AT1G79830+AT1G79820:30025394:30025658	0.0153108268075611	1
AT1G14990+AT1G14980:5168033:5168264	0.015422422822921	1
AT1G79230+AT1G79220:29801022:29801190	0.015422422822921	1
AT5G14270+AT5G14280:4609866:4610448	0.015534016494229	1
AT1G09883+AT1G09873+AT1G09877+AT1G79520:29911424:29911447	0.015534016494229	1
AT4G31980:15467390:15467429	0.0156456078215179	1
AT3G24180+AT3G24170:8734634:8735263	0.0157571968048206	1
AT3G52030:19302865:19302927	0.0157571968048206	1
AT2G04040:1334270:1334664	0.0157571968048206	1
AT2G35840+AT2G35850:15056753:15056995	0.0158687834441697	1
AT1G27760:9668905:9669096	0.0158687834441697	1
AT3G47010+AT3G47000:17317594:17317776	0.0159803677395982	1
AT3G05500:1593668:1593830	0.0159803677395982	1
AT4G00700+AT4G00690+AT4G00695:284493:284658	0.0163151065626881	1
AT5G22300:7379825:7380727	0.0163151065626881	1
AT1G58602:21746373:21746499	0.0164266814827623	1
AT1G72330+AT1G72340:27236865:27237302	0.0165382540590799	1
AT1G53450:19954268:19954325	0.0166498242916739	1
AT1G59990+AT1G60000:22091872:22091985	0.0167613921805769	1
AT4G00700+AT4G00690+AT4G00695:284777:284971	0.0167613921805769	1
AT1G59990+AT1G60000:22093808:22094007	0.0168729577258219	1
AT1G78690:29597211:29597235	0.0169845209274417	1
AT2G34410+AT2G08665:14519442:14519498	0.0169845209274417	1
AT4G34150+AT4G34160:16358981:16359565	0.0172076402999368	1
AT4G00700+AT4G00690+AT4G00695:284659:284682	0.0172076402999368	1
AT3G09200+AT3G09210:2826464:2826922	0.0173191964708777	1
AT1G20060:6952306:6952308	0.0173191964708777	1
AT3G59520+AT3G59530:21991826:21993252	0.0174307502983248	1
AT2G21070:9043529:9043651	0.0174307502983248	1
AT3G09200+AT3G09210:2826055:2826233	0.0175423017823106	1
AT1G04513+AT1G06790:2089010:2089212	0.0175423017823106	1
AT3G51480:19104109:19104162	0.0176538509228682	1
AT4G14710:8426151:8426275	0.0177653977200303	1
AT4G32590:15721338:15721608	0.0181000240514718	1
AT1G24510:8687763:8687902	0.018323096556057	1
AT2G34410+AT2G08665:14519209:14519346	0.018323096556057	1
AT1G72330+AT1G72340:27236164:27236367	0.0185461596878479	1
AT4G26530+AT4G26520+AT4G26510:13389826:13390184	0.0186576877390275	1
AT4G34310:16418894:16418993	0.0186576877390275	1
AT5G66420:26522456:26522459	0.018769213447107	1
AT1G01060:37204:37230	0.0188807368121192	1
AT3G44310:15988977:15989025	0.019103776513073	1
AT3G17890:6127878:6128231	0.019103776513073	1
AT4G30993+AT4G08425:15100386:15100550	0.0192152928490802	1
AT4G13345:7769373:7769376	0.0192152928490802	1
AT3G47010+AT3G47000:17316649:17317242	0.0193268068421514	1
AT5G64460:25775116:25775305	0.0194383184923193	1
AT3G46668:17192204:17192266	0.0194383184923193	1
AT1G15125+AT1G15120:5205491:5205564	0.0195498277996168	1
AT2G18760:8128899:8129073	0.0195498277996168	1
AT5G01950:365508:365584	0.0196613347640768	1
AT4G18810:10322156:10322361	0.019772839385732	1
AT1G07300+AT1G07310:2246294:2246815	0.0198843416646152	1
AT3G20000:6967812:6968003	0.0198843416646152	1
AT4G35770:16945514:16945603	0.0198843416646152	1
AT1G72330+AT1G72340:27238276:27238612	0.0199958416007593	1
AT1G47550:17462225:17462227	0.0199958416007593	1
AT1G70610:26623429:26623532	0.020107339194197	1
AT2G33620:14236863:14236883	0.020107339194197	1
AT1G23730:8397466:8397554	0.0202188344449613	1
AT1G17280:5919746:5919864	0.0203303273530849	1
AT1G73875:27783875:27784065	0.0204418179186005	1
AT3G27700:10256895:10257116	0.0204418179186005	1
AT4G21323+AT4G21320:11342076:11342730	0.0205533061415412	1
AT3G47010+AT3G47000:17317317:17317510	0.0206647920219395	1
AT3G09390:2890292:2890520	0.0206647920219395	1
AT5G65460:26167424:26167555	0.0207762755598284	1
AT4G38900+AT4G38890:18140322:18141609	0.0208877567552407	1
AT4G23190:12141494:12141573	0.0208877567552407	1
AT2G34410+AT2G08665:14520419:14520674	0.0208877567552407	1
AT5G53860:21865578:21865606	0.0209992356082092	1
AT2G34410+AT2G08665:14521043:14521129	0.0209992356082092	1
AT3G11040+AT3G11050:3463485:3463943	0.0211107121187667	1
AT1G14990+AT1G14980:5167798:5167879	0.0212221862869461	1
AT2G34410+AT2G08665:14520840:14520955	0.0212221862869461	1
AT1G79620:29958746:29958841	0.02133365811278	1
AT2G34410+AT2G08665:14521212:14521300	0.02133365811278	1
AT4G02740+AT4G02750:1221020:1223617	0.0214451275963014	1
AT1G54790:20441835:20442001	0.0214451275963014	1
AT5G09660:2995308:2995488	0.021556594737543	1
AT2G34410+AT2G08665:14519844:14520002	0.021556594737543	1
AT1G04270+AT1G04260:1140278:1141557	0.0216680595365377	1
AT4G23420+AT4G07120:12225622:12225786	0.0216680595365377	1
AT4G31780+AT4G31790:15377224:15377320	0.0217795219933183	1
AT4G00700+AT4G00690+AT4G00695:282240:282329	0.0217795219933183	1
AT4G36850:17353777:17353885	0.0217795219933183	1
AT4G28240+AT4G28230:13995779:13997291	0.0218909821079175	1
AT4G10430:6454703:6454812	0.0218909821079175	1
AT4G26530+AT4G26520+AT4G26510:13392043:13392471	0.0220024398803683	1
AT5G45780:18569431:18569507	0.0221138953107034	1
AT2G04040:1335424:1335510	0.0221138953107034	1
AT4G26530+AT4G26520+AT4G26510:13392572:13393102	0.0222253483989556	1
AT4G26530+AT4G26520+AT4G26510:13391673:13391926	0.0223367991451577	1
AT1G22300:7879225:7879249	0.0223367991451577	1
AT1G06470:1973768:1974277	0.0223367991451577	1
AT3G24180+AT3G24170:8736727:8736788	0.0224482475493426	1
AT5G63680:25490314:25490375	0.0224482475493426	1
AT4G17098:9609089:9609180	0.022559693611543	1
AT2G10940:4310783:4311136	0.0226711373317918	1
AT1G77060+AT1G77030:28952669:28952751	0.0227825787101218	1
AT4G03260:1432212:1432690	0.0227825787101218	1
AT4G13345:7769303:7769372	0.0230054544411565	1
AT2G04040:1335286:1335342	0.0230054544411565	1
AT1G59990+AT1G60000:22094345:22094562	0.0231168887939268	1
AT2G45023:18571166:18571179	0.0231168887939268	1
AT4G19160:10479788:10479790	0.0231168887939268	1
AT5G01675:3179084:3179137	0.0232283208049096	1
AT1G36180:13547263:13547424	0.0233397504741376	1
AT2G01060:74586:74784	0.0233397504741376	1
AT5G27760+AT5G27750:9828414:9829380	0.0233397504741376	1
AT4G32820:15831932:15832117	0.0235626027874604	1
AT2G32280:13714727:13715208	0.0235626027874604	1
AT1G68010:25495784:25496053	0.0236740254316209	1
AT5G27760+AT5G27750:9829694:9830229	0.0236740254316209	1
AT5G09240:2873660:2873694	0.0237854457341578	1
AT1G28520:10029268:10029435	0.023896863695104	1
AT1G69523+AT1G69520:26128811:26129032	0.0240082793144922	1
AT2G47000+AT2G46995:19309394:19309642	0.0240082793144922	1
AT4G31870:15411588:15412486	0.0241196925923554	1
AT1G59990+AT1G60000:22090492:22090543	0.0242311035287262	1
AT1G51340:19031909:19032012	0.0242311035287262	1
AT3G22450+AT3G22440:7962443:7963398	0.0243425121236375	1
AT1G36180:13546976:13547182	0.0244539183771221	1
AT2G47210:19377719:19378438	0.0244539183771221	1
AT1G77060+AT1G77030:28952527:28952551	0.0245653222892127	1
AT3G04780+AT3G04770:1309856:1309932	0.0245653222892127	1
AT1G06680+AT1G06670:2042581:2042706	0.0246767238599423	1
AT5G51460:20901835:20902030	0.0246767238599423	1
AT1G15520:5333478:5333561	0.0247881230893436	1
AT3G20730+AT3G20720:7247809:7248878	0.0248995199774494	1
AT2G30600:13040922:13040981	0.0248995199774494	1
AT1G42550+AT1G42540:15975262:15975539	0.0250109145242925	1
AT1G48310:17848946:17849017	0.0250109145242925	1
AT3G24180+AT3G24170:8737762:8737946	0.0251223067299058	1
AT3G53090:19685318:19685360	0.0251223067299058	1
AT4G07990:4824624:4825381	0.0255678521407161	1
AT2G34410+AT2G08665:14522172:14522521	0.0256792326406721	1
AT2G45000+AT2G45010:18569029:18569297	0.025790610799595	1
AT4G33650:16164960:16164962	0.0259019866175176	1
AT1G15950:5479287:5479723	0.0260133600944728	1
AT4G36850:17353526:17353626	0.0260133600944728	1
AT1G78960:29696514:29696707	0.0261247312304934	1
AT2G41640+AT2G41650:17361178:17362318	0.0261247312304934	1
AT1G79920:30062723:30062824	0.0262361000256121	1
AT4G00700+AT4G00690+AT4G00695:282058:282156	0.0262361000256121	1
AT4G35770:16945833:16945908	0.0262361000256121	1
AT5G57030+AT5G57020:23075448:23077119	0.0263474664798618	1
AT2G34410+AT2G08665:14521898:14522057	0.0263474664798618	1
AT1G49600:18357545:18357642	0.0264588305932752	1
AT3G53140+AT3G53130:19697056:19697542	0.0265701923658853	1
AT5G66930:26727069:26727167	0.0265701923658853	1
AT2G04040:1334749:1335193	0.0265701923658853	1
AT4G00620+AT4G00630:260608:261245	0.0266815517977247	1
AT1G78960:29696470:29696502	0.0267929088888262	1
AT1G49660+AT1G49650:18377154:18378633	0.0269042636392228	1
AT5G15070:4876967:4876984	0.0269042636392228	1
AT1G75110+AT1G75100:28195712:28196033	0.0270156160489471	1
AT2G04040:1335602:1336146	0.0270156160489471	1
AT1G50460:18696591:18696718	0.027126966118032	1
AT5G60022:24167141:24167331	0.027126966118032	1
AT4G38470:18003375:18003458	0.027126966118032	1
AT3G24180+AT3G24170:8736870:8736942	0.0272383138465102	1
AT4G37553:17648940:17649004	0.0272383138465102	1
AT3G47010+AT3G47000:17318037:17318280	0.0273496592344146	1
AT4G34840+AT4G34850:16608313:16608532	0.027461002281778	1
AT5G58300+AT5G58290:23574872:23575084	0.027461002281778	1
AT1G72330+AT1G72340:27235279:27235416	0.0275723429886332	1
AT1G78620:29575309:29575335	0.0275723429886332	1
AT1G04230:1128169:1128788	0.0275723429886332	1
AT4G30993+AT4G08425:15100551:15100656	0.027683681355013	1
AT5G25570+AT5G25560:8902986:8903216	0.027683681355013	1
AT3G05640:1642849:1642889	0.0277950173809501	1
AT5G14270+AT5G14280:4609431:4609730	0.0279063510664774	1
AT3G27700:10260623:10261376	0.0279063510664774	1
AT5G11850:3818282:3818322	0.0280176824116277	1
AT5G42400:16954011:16954011	0.0280176824116277	1
AT1G11930:4030221:4030226	0.0281290114164338	1
AT3G59350:21932972:21933307	0.0283516624051444	1
AT1G69550:26148021:26150968	0.0284629843891145	1
AT3G13062+AT3G13065:4185359:4185382	0.0285743040328716	1
AT1G77060+AT1G77030:28953000:28953073	0.0286856213364485	1
AT1G56180:21024486:21025902	0.0287969362998779	1
AT3G17460+AT3G17465:5976645:5977721	0.0289082489231927	1
AT2G05590:2068647:2068651	0.0289082489231927	1
AT5G22920:7666763:7666863	0.0290195592064257	1
AT4G34240:16391982:16392067	0.0291308671496095	1
AT4G34840+AT4G34850:16609721:16609829	0.0292421727527772	1
AT2G41430:17269510:17269719	0.0293534760159614	1
AT4G00700+AT4G00690+AT4G00695:284281:284386	0.0293534760159614	1
AT4G35770:16945829:16945832	0.0293534760159614	1
AT1G48315:17854255:17854276	0.0294647769391949	1
AT4G21585+AT4G21580:11477875:11477986	0.0295760755225105	1
AT1G72330+AT1G72340:27235490:27235685	0.0297986656695194	1
AT5G22450+AT5G22460:7436932:7437599	0.0300212464572504	1
AT3G04020:1040959:1040998	0.0300212464572504	1
AT4G00620+AT4G00630:259816:260052	0.0302438178859658	1
AT5G42400:16953907:16954010	0.0302438178859658	1
AT3G27700:10259035:10260204	0.0302438178859658	1
AT3G47010+AT3G47000:17317847:17317951	0.0303551000907746	1
AT4G00620+AT4G00630:260130:260455	0.030466379955928	1
AT2G27090:11571253:11571506	0.030466379955928	1
AT2G35840+AT2G35850:15056996:15057426	0.0305776574814586	1
AT5G64460:25775355:25775394	0.0305776574814586	1
AT2G17970:7819426:7819511	0.0306889326673993	1
AT3G27700:10257680:10258214	0.0306889326673993	1
AT4G34140:16351031:16351294	0.0308002055137828	1
AT1G76630:28760362:28760468	0.0309114760206421	1
AT1G59990+AT1G60000:22093573:22093807	0.0311340100159187	1
AT1G33770:12243727:12243827	0.0311340100159187	1
AT5G19150:6423305:6423316	0.0311340100159187	1
AT1G03550:886389:886392	0.0313565346534915	1
AT1G50440:18687864:18687907	0.0313565346534915	1
AT1G19690+AT1G19700:6807715:6808192	0.0315790499336228	1
AT5G06980+AT5G06990:2169438:2170606	0.0315790499336228	1
AT4G00700+AT4G00690+AT4G00695:283067:283591	0.0318015558565749	1
AT3G09600:2947984:2948155	0.0319128053091908	1
AT1G18335:6311372:6311373	0.0319128053091908	1
AT4G17830:9918188:9918243	0.0319128053091908	1
AT1G21651+AT1G21650:7601665:7601901	0.0320240524226102	1
AT1G54210:20242051:20242148	0.0320240524226102	1
AT2G39730:16571067:16571179	0.0320240524226102	1
AT1G29970+AT1G29965:10501004:10501054	0.0321352971968661	1
AT1G16820:5758367:5758583	0.032246539631991	1
AT1G33770:12242649:12242933	0.0323577797280179	1
AT5G63160:25333672:25333947	0.0324690174849796	1
AT1G36180:13546515:13546897	0.0325802529029088	1
AT4G26530+AT4G26520+AT4G26510:13391492:13391593	0.0326914859818383	1
AT5G58003:23480353:23480436	0.0326914859818383	1
AT1G03160:766159:766168	0.032802716721801	1
AT1G29970+AT1G29965:10500819:10500894	0.0329139451228295	1
AT5G57960:23465652:23465806	0.0329139451228295	1
AT4G00700+AT4G00690+AT4G00695:282765:282837	0.0330251711849567	1
AT1G07890:2437742:2437751	0.0331363949082154	1
AT1G10360+AT1G10370:3396954:3397636	0.0332476162926383	1
AT3G56820+AT3G56825+AT3G56830:21041761:21042429	0.0332476162926383	1
AT1G09883+AT1G09873+AT1G09877+AT1G79520:29911448:29911622	0.0333588353382583	1
AT4G00700+AT4G00690+AT4G00695:284126:284209	0.0336924784426285	1
AT4G23570:12299878:12299923	0.0338036881333646	1
AT1G72275:27211180:27211500	0.0338036881333646	1
AT4G20340:10984769:10984953	0.0339148954854617	1
AT4G34150+AT4G34160:16357461:16358376	0.0340261004989525	1
AT1G17280:5919591:5919745	0.0340261004989525	1
AT4G37010+AT4G37000:17444878:17445030	0.0341373031738699	1
AT2G20410:8802091:8802422	0.0341373031738699	1
AT1G33640+AT1G06683+AT1G33615:12195479:12195565	0.0342485035102467	1
AT1G59990+AT1G60000:22094094:22094344	0.0344708971675094	1
AT5G14650:4726514:4726675	0.0344708971675094	1
AT1G77060+AT1G77030:28949443:28949556	0.0345820904884609	1
AT4G02760:1228071:1228162	0.0345820904884609	1
AT5G62000:24914814:24914816	0.0346932814710029	1
AT1G13440:4608077:4608195	0.0346932814710029	1
AT3G47010+AT3G47000:17319034:17319238	0.0348044701151681	1
AT5G65460:26167403:26167423	0.0348044701151681	1
AT5G19500:6580215:6580271	0.0349156564209895	1
AT5G45472+AT5G45475+AT5G45469+AT5G45490:18421963:18424029	0.0350268403884996	1
AT1G06630:2028977:2029049	0.0351380220177314	1
AT4G28706+AT4G28710:14168286:14168363	0.0352492013087176	1
AT4G28706+AT4G28710:14178510:14178722	0.035360378261491	1
AT5G14850:4804502:4804668	0.035360378261491	1
AT4G39260:18273899:18274005	0.0354715528760844	1
AT4G34640:16538702:16538950	0.0354715528760844	1
AT1G06680+AT1G06670:2042962:2043014	0.0355827251525306	1
AT1G59990+AT1G60000:22090238:22090418	0.0358050626911122	1
AT4G16860:9492073:9492400	0.0358050626911122	1
AT3G27830:10319153:10319432	0.0360273908774984	1
AT1G50910+AT1G07693:18869693:18869933	0.0360273908774984	1
AT5G26730:9300553:9300801	0.0361385514637001	1
AT4G00700+AT4G00690+AT4G00695:283943:284000	0.0361385514637001	1
AT5G19280:6492135:6492164	0.0362497097119512	1
AT2G43920:18190341:18190428	0.036472019194733	1
AT5G53020:21501852:21501854	0.0365831704293292	1
AT1G10360+AT1G10370:3397953:3398358	0.036694319326106	1
AT2G45500:18752101:18752149	0.036694319326106	1
AT4G23250+AT4G23240:12161171:12161408	0.0368054658850962	1
AT5G51690:21000524:21000615	0.0369166101063325	1
AT1G52400:19518056:19518211	0.0370277519898477	1
AT5G44290:17843308:17843414	0.0370277519898477	1
AT5G60960+AT5G60950:24526847:24527197	0.0371388915356746	1
AT2G17970:7820986:7821125	0.0371388915356746	1
AT3G47010+AT3G47000:17318367:17318512	0.037250028743846	1
